"","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","ICD9.CODE.FRMT"
"2940","8165 ","161","OR Rx bone       ","""VERTEBROPLASTY (Begin 2004)""","81.65"
"2941","8166 ","161","OR Rx bone       ","""KYPHOPLASTY (Begin 2004)""","81.66"
"2942","8471 ","161","OR Rx bone       ","""APP EXT FIX DEV-MONOPLAN (Begin 2005)""","84.71"
"2943","8472 ","161","OR Rx bone       ","""APP EXT FIX DEV-RING SYS (Begin 2005)""","84.72"
"2944","8473 ","161","OR Rx bone       ","""APP HYBRID EXT FIX DEV (Begin 2005)""","84.73"
"2945","8000 ","162","OR Rx joints     ","""ARTHROT & PROS REMOV NOS""","80.00"
"2946","8001 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-SHLDR""","80.01"
"2947","8002 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-ELBOW""","80.02"
"2948","8003 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-WRIST""","80.03"
"2949","8004 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-HAND""","80.04"
"2950","8005 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-HIP""","80.05"
"2951","8006 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-KNEE""","80.06"
"2952","8007 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-ANKLE""","80.07"
"2953","8008 ","162","OR Rx joints     ","""ARTHROT/PROS REMOV-FOOT""","80.08"
"2954","8009 ","162","OR Rx joints     ","""ARTHROT & PROS REMOV NEC""","80.09"
"2955","8010 ","162","OR Rx joints     ","""OTHER ARTHROTOMY NOS""","80.10"
"2956","8011 ","162","OR Rx joints     ","""OTH ARTHROTOMY-SHOULDER""","80.11"
"2957","8012 ","162","OR Rx joints     ","""OTH ARTHROTOMY-ELBOW""","80.12"
"2958","8013 ","162","OR Rx joints     ","""OTH ARTHROTOMY-WRIST""","80.13"
"2959","8014 ","162","OR Rx joints     ","""OTH ARTHROTOMY-HAND/FNGR""","80.14"
"2960","8015 ","162","OR Rx joints     ","""OTH ARTHROTOMY-HIP""","80.15"
"2961","8016 ","162","OR Rx joints     ","""OTH ARTHROTOMY-KNEE""","80.16"
"2962","8017 ","162","OR Rx joints     ","""OTH ARTHROTOMY-ANKLE""","80.17"
"2963","8018 ","162","OR Rx joints     ","""OTH ARTHROTOMY-FOOT/TOE""","80.18"
"2964","8019 ","162","OR Rx joints     ","""OTHER ARTHROTOMY NEC""","80.19"
"2965","8052 ","162","OR Rx joints     ","""CHEMONUCLEOLYSIS IV DISC (Begin 1986)""","80.52"
"2966","8070 ","162","OR Rx joints     ","""SYNOVECTOMY-SITE NOS""","80.70"
"2967","8071 ","162","OR Rx joints     ","""SHOULDER SYNOVECTOMY""","80.71"
"2968","8072 ","162","OR Rx joints     ","""ELBOW SYNOVECTOMY""","80.72"
"2969","8073 ","162","OR Rx joints     ","""WRIST SYNOVECTOMY""","80.73"
"2970","8074 ","162","OR Rx joints     ","""HAND SYNOVECTOMY""","80.74"
"2971","8075 ","162","OR Rx joints     ","""HIP SYNOVECTOMY""","80.75"
"2972","8076 ","162","OR Rx joints     ","""KNEE SYNOVECTOMY""","80.76"
"2973","8077 ","162","OR Rx joints     ","""ANKLE SYNOVECTOMY""","80.77"
"2974","8078 ","162","OR Rx joints     ","""FOOT SYNOVECTOMY""","80.78"
"2975","8079 ","162","OR Rx joints     ","""SYNOVECTOMY-SITE NEC""","80.79"
"2976","8080 ","162","OR Rx joints     ","""DESTRUCT JOINT LES NOS""","80.80"
"2977","8081 ","162","OR Rx joints     ","""DESTRUC-SHOULDER LES NEC""","80.81"
"2978","8082 ","162","OR Rx joints     ","""DESTRUC-ELBOW LESION NEC""","80.82"
"2979","8083 ","162","OR Rx joints     ","""DESTRUC-WRIST LESION NEC""","80.83"
"2980","8084 ","162","OR Rx joints     ","""DESTRUC-HAND JT LES NEC""","80.84"
"2981","8085 ","162","OR Rx joints     ","""DESTRUCT-HIP LESION NEC""","80.85"
"2982","8086 ","162","OR Rx joints     ","""DESTRUCT-KNEE LESION NEC""","80.86"
"2983","8087 ","162","OR Rx joints     ","""DESTRUC-ANKLE LESION NEC""","80.87"
"2984","8088 ","162","OR Rx joints     ","""DESTRUC-FOOT JT LES NEC""","80.88"
"2985","8089 ","162","OR Rx joints     ","""DESTRUCT JOINT LES NEC""","80.89"
"2986","8090 ","162","OR Rx joints     ","""EXCISION OF JOINT NOS""","80.90"
"2987","8091 ","162","OR Rx joints     ","""EXCISION OF SHOULDER NEC""","80.91"
"2988","8092 ","162","OR Rx joints     ","""EXCISION OF ELBOW NEC""","80.92"
"2989","8093 ","162","OR Rx joints     ","""EXCISION OF WRIST NEC""","80.93"
"2990","8094 ","162","OR Rx joints     ","""EXCISION HAND JOINT NEC""","80.94"
"2991","8095 ","162","OR Rx joints     ","""EXCISION OF HIP NEC""","80.95"
"2992","8096 ","162","OR Rx joints     ","""EXCISION OF KNEE NEC""","80.96"
"2993","8097 ","162","OR Rx joints     ","""EXCISION OF ANKLE NEC""","80.97"
"2994","8098 ","162","OR Rx joints     ","""EXCISION FOOT JOINT NEC""","80.98"
"2995","8099 ","162","OR Rx joints     ","""EXCISION OF JOINT NEC""","80.99"
"2996","8111 ","162","OR Rx joints     ","""ANKLE FUSION""","81.11"
"2997","8112 ","162","OR Rx joints     ","""TRIPLE ARTHRODESIS""","81.12"
"2998","8113 ","162","OR Rx joints     ","""SUBTALAR FUSION""","81.13"
"2999","8114 ","162","OR Rx joints     ","""MIDTARSAL FUSION""","81.14"
"3000","8115 ","162","OR Rx joints     ","""TARSOMETATARSAL FUSION""","81.15"
"3001","8116 ","162","OR Rx joints     ","""METATARSOPHALANGEAL FUS""","81.16"
"3002","8117 ","162","OR Rx joints     ","""OTHER FUSION OF FOOT""","81.17"
"3003","8118 ","162","OR Rx joints     ","""SUBTALR JT ARTHROEREISIS (Begin 2005)""","81.18"
"3004","8120 ","162","OR Rx joints     ","""ARTHRODESIS NOS""","81.20"
"3005","8121 ","162","OR Rx joints     ","""ARTHRODESIS OF HIP""","81.21"
"3006","8122 ","162","OR Rx joints     ","""ARTHRODESIS OF KNEE""","81.22"
"3007","8123 ","162","OR Rx joints     ","""ARTHRODESIS OF SHOULDER""","81.23"
"3008","8124 ","162","OR Rx joints     ","""ARTHRODESIS OF ELBOW""","81.24"
"3009","8125 ","162","OR Rx joints     ","""CARPORADIAL FUSION""","81.25"
"3010","8126 ","162","OR Rx joints     ","""METACARPOCARPAL FUSION""","81.26"
"3011","8127 ","162","OR Rx joints     ","""METACARPOPHALANGEAL FUS""","81.27"
"3012","8128 ","162","OR Rx joints     ","""INTERPHALANGEAL FUSION""","81.28"
"3013","8129 ","162","OR Rx joints     ","""ARTHRODESIS NEC""","81.29"
"3014","8140 ","162","OR Rx joints     ","""REPAIR OF HIP; NEC (Begin 1989)""","81.40"
"3015","8193 ","162","OR Rx joints     ","""SUTUR CAPSUL/LIGAMEN ARM""","81.93"
"3016","8194 ","162","OR Rx joints     ","""SUTURE CAPSUL/LIG ANK/FT""","81.94"
"3017","8195 ","162","OR Rx joints     ","""SUTUR CAPSUL/LIG LEG NEC""","81.95"
"3018","8196 ","162","OR Rx joints     ","""OTHER REPAIR OF JOINT""","81.96"
"3019","8198 ","162","OR Rx joints     ","""OTHER JOINT DX PROCEDURE""","81.98"
"3020","8199 ","162","OR Rx joints     ","""JOINT STRUCTURE OP NEC""","81.99"
"3021","7695 ","163","nOR muscskel     ","""TM MANIPULATION NEC""","76.95"
"3022","7696 ","163","nOR muscskel     ","""INJEC THERAP SBST TM JNT""","76.96"
"3023","8192 ","163","nOR muscskel     ","""INJECTION INTO JOINT""","81.92"
"3024","8441 ","163","nOR muscskel     ","""FIT UP ARM/SHOULD PROSTH""","84.41"
"3025","8442 ","163","nOR muscskel     ","""FIT LO ARM/HAND PROSTHES""","84.42"
"3026","8443 ","163","nOR muscskel     ","""FIT ARM PROSTHESIS NOS""","84.43"
"3027","8445 ","163","nOR muscskel     ","""FIT ABOVE KNEE PROSTHES""","84.45"
"3028","8446 ","163","nOR muscskel     ","""FIT BELOW KNEE PROSTHES""","84.46"
"3029","8447 ","163","nOR muscskel     ","""FIT LEG PROSTHESIS NOS""","84.47"
"3030","8452 ","163","nOR muscskel     ","""INSERT RECOMBINANT BONE MORPH PROTEIN (Begin 2002)""","84.52"
"3031","8453 ","163","nOR muscskel     ","""IMP LIMB LENGTH KINETIC (Begin 2004)""","84.53"
"3032","8454 ","163","nOR muscskel     ","""IMPL OTHER LIMB LENGTH (Begin 2004)""","84.54"
"3033","8455 ","163","nOR muscskel     ","""INS BONE VOID FILLER (Begin 2004)""","84.55"
"3034","8456 ","163","nOR muscskel     ","""INSERTION CEMENT SPACER (Begin 2005)""","84.56"
"3035","8457 ","163","nOR muscskel     ","""REMOVAL OF CEMENT SPACER (Begin 2005)""","84.57"
"3036","9711 ","163","nOR muscskel     ","""REPLACE UPPER LIMB CAST""","97.11"
"3037","9712 ","163","nOR muscskel     ","""REPLACE LOWER LIMB CAST""","97.12"
"3038","9713 ","163","nOR muscskel     ","""REPLACE CAST NEC""","97.13"
"3039","9714 ","163","nOR muscskel     ","""REPLAC M/S IMMOB DEV NEC""","97.14"
"3040","9736 ","163","nOR muscskel     ","""REMOVE EXT MAND FIX DEV""","97.36"
"3041","9788 ","163","nOR muscskel     ","""REMOV EXT IMMOBILIZATION""","97.88"
"3042","7609 ","164","OR muscskel      ","""FACIAL BONE INCISION NEC""","76.09"
"3043","7641 ","164","OR muscskel      ","""TOT MANDIBULEC W RECONST""","76.41"
"3044","7642 ","164","OR muscskel      ","""TOTAL MANDIBULECTOMY NEC""","76.42"
"3045","7643 ","164","OR muscskel      ","""MANDIBULAR RECONST NEC""","76.43"
"3046","7644 ","164","OR muscskel      ","""TOT FACE OSTECT W RECONS""","76.44"
"3047","7645 ","164","OR muscskel      ","""TOT FACE BONE OSTECT NEC""","76.45"
"3048","7646 ","164","OR muscskel      ","""FACIAL BONE RECONSTR NEC""","76.46"
"3049","765  ","164","OR muscskel      ","""TEMPOROMAND ARTHROPLASTY""","76.5"
"3050","7661 ","164","OR muscskel      ","""CL OSTEOPLASTY MAND RAMI""","76.61"
"3051","7662 ","164","OR muscskel      ","""OPEN OSTEOPLAS MAND RAMI""","76.62"
"3052","7663 ","164","OR muscskel      ","""OSTEOPLASTY MANDIBLE BDY""","76.63"
"3053","7664 ","164","OR muscskel      ","""MAND ORTHOGNATHIC OP NEC""","76.64"
"3054","7665 ","164","OR muscskel      ","""SEG OSTEOPLASTY MAXILLA""","76.65"
"3055","7666 ","164","OR muscskel      ","""TOT OSTEOPLASTY MAXILLA""","76.66"
"3056","7667 ","164","OR muscskel      ","""REDUCTION GENIOPLASTY""","76.67"
"3057","7668 ","164","OR muscskel      ","""AUGMENTATION GENIOPLASTY""","76.68"
"3058","7669 ","164","OR muscskel      ","""FACIAL BONE REPAIR NEC""","76.69"
"3059","7691 ","164","OR muscskel      ","""BONE GRAFT TO FACE BONE""","76.91"
"3060","7692 ","164","OR muscskel      ","""SYN IMPLANT TO FACE BONE""","76.92"
"3061","8400 ","164","OR muscskel      ","""UPPER LIMB AMPUTAT NOS""","84.00"
"3062","8401 ","164","OR muscskel      ","""FINGER AMPUTATION""","84.01"
"3063","8402 ","164","OR muscskel      ","""THUMB AMPUTATION""","84.02"
"3064","8403 ","164","OR muscskel      ","""AMPUTATION THROUGH HAND""","84.03"
"3065","8404 ","164","OR muscskel      ","""DISARTICULATION OF WRIST""","84.04"
"3066","8405 ","164","OR muscskel      ","""AMPUTATION THRU FOREARM""","84.05"
"3067","8406 ","164","OR muscskel      ","""DISARTICULATION OF ELBOW""","84.06"
"3068","8407 ","164","OR muscskel      ","""AMPUTATION THRU HUMERUS""","84.07"
"3069","8408 ","164","OR muscskel      ","""SHOULDER DISARTICULATION""","84.08"
"3070","8409 ","164","OR muscskel      ","""FOREQUARTER AMPUTATION""","84.09"
"3071","8421 ","164","OR muscskel      ","""THUMB REATTACHMENT""","84.21"
"3072","8422 ","164","OR muscskel      ","""FINGER REATTACHMENT""","84.22"
"3073","8423 ","164","OR muscskel      ","""FOREARM/WRIST/HAND REATT""","84.23"
"3074","8424 ","164","OR muscskel      ","""UPPER ARM REATTACHMENT""","84.24"
"3075","8425 ","164","OR muscskel      ","""TOE REATTACHMENT""","84.25"
"3076","8426 ","164","OR muscskel      ","""FOOT REATTACHMENT""","84.26"
"3077","8427 ","164","OR muscskel      ","""LOWER LEG/ANKLE REATTACH""","84.27"
"3078","8428 ","164","OR muscskel      ","""THIGH REATTACHMENT""","84.28"
"3079","8429 ","164","OR muscskel      ","""REATTACHMENT NEC""","84.29"
"3080","843  ","164","OR muscskel      ","""AMPUTATION STUMP REVIS""","84.3"
"3081","8440 ","164","OR muscskel      ","""IMPLNT/FIT PROS LIMB NOS""","84.40"
"3082","8444 ","164","OR muscskel      ","""IMPLANT ARM PROSTHESIS""","84.44"
"3083","8448 ","164","OR muscskel      ","""IMPLANT LEG PROSTHESIS""","84.48"
"3084","8491 ","164","OR muscskel      ","""AMPUTATION NOS""","84.91"
"3085","8492 ","164","OR muscskel      ","""SEPARAT EQUAL JOIN TWIN""","84.92"
"3086","8493 ","164","OR muscskel      ","""SEPARAT UNEQUL JOIN TWIN""","84.93"
"3087","8499 ","164","OR muscskel      ","""MUSCULOSKELETAL OP NEC""","84.99"
"3088","8511 ","165","Breast bx        ","""CLOSED BREAST BX""","85.11"
"3089","8512 ","165","Breast bx        ","""OPEN BREAST BX""","85.12"
"3090","8519 ","165","Breast bx        ","""BREAST DX PROCEDURE NEC""","85.19"
"3091","8520 ","166","Lumpectomy       ","""BREAST TISSU DESTRUC NOS""","85.20"
"3092","8521 ","166","Lumpectomy       ","""LOCAL EXCIS BREAST LES""","85.21"
"3093","8522 ","166","Lumpectomy       ","""QUADRANT RESECT BREAST""","85.22"
"3094","8523 ","166","Lumpectomy       ","""SUBTOTAL MASTECTOMY""","85.23"
"3095","8541 ","167","Mastectomy       ","""UNILAT SIMPLE MASTECTOMY""","85.41"
"3096","8542 ","167","Mastectomy       ","""BILAT SIMPLE MASTECTOMY""","85.42"
"3097","8543 ","167","Mastectomy       ","""UNILAT EXTEN SIMP MASTEC""","85.43"
"3098","8544 ","167","Mastectomy       ","""BILAT EXTEND SIMP MASTEC""","85.44"
"3099","8545 ","167","Mastectomy       ","""UNILAT RADICAL MASTECTOM""","85.45"
"3100","8546 ","167","Mastectomy       ","""BILAT RADICAL MASTECTOMY""","85.46"
"3101","8547 ","167","Mastectomy       ","""UNIL EXT RAD MASTECTOMY""","85.47"
"3102","8548 ","167","Mastectomy       ","""BIL EXTEN RAD MASTECTOMY""","85.48"
"3103","8604 ","168","I&D skin         ","""OTHER SKIN & SUBQ I & D""","86.04"
"3104","8622 ","169","Debrid wound     ","""WOUND DEBRIDEMENT (Begin 1988)""","86.22"
"3105","8628 ","169","Debrid wound     ","""NONEXCIS DEBRIDEMENT WND (Begin 1988)""","86.28"
"3106","863  ","170","Excis skin       ","""OTHER LOCAL DESTRUC SKIN""","86.3"
"3107","864  ","170","Excis skin       ","""RADICAL EXCIS SKIN LES""","86.4"
"3108","8651 ","171","Suture skin      ","""REPLANTATION OF SCALP""","86.51"
"3109","8659 ","171","Suture skin      ","""SKIN SUTURE NEC""","86.59"
"3110","8660 ","172","Skin graft       ","""FREE SKIN GRAFT NOS""","86.60"
"3111","8661 ","172","Skin graft       ","""FULL-THICK HAND SKIN GRF""","86.61"
"3112","8662 ","172","Skin graft       ","""HAND SKIN GRAFT NEC""","86.62"
"3113","8663 ","172","Skin graft       ","""FULL-THICK SKIN GRFT NEC""","86.63"
"3114","8664 ","172","Skin graft       ","""HAIR TRANSPLANT""","86.64"
"3115","8665 ","172","Skin graft       ","""HETEROGRAFT TO SKIN""","86.65"
"3116","8666 ","172","Skin graft       ","""HOMOGRAFT TO SKIN""","86.66"
"3117","8667 ","172","Skin graft       ","""DERMAL REGENERATIVE GRAFT (Begin 1998)""","86.67"
"3118","8669 ","172","Skin graft       ","""FREE SKIN GRAFT NEC""","86.69"
"3119","8670 ","172","Skin graft       ","""PEDICLE GRAFT/FLAP NOS""","86.70"
"3120","8671 ","172","Skin graft       ","""CUT & PREP PEDICLE GRAFT""","86.71"
"3121","8672 ","172","Skin graft       ","""PEDICLE GRAFT ADVANCEMEN""","86.72"
"3122","8673 ","172","Skin graft       ","""ATTACH PEDICLE TO HAND""","86.73"
"3123","8674 ","172","Skin graft       ","""ATTACH PEDICLE GRAFT NEC""","86.74"
"3124","8675 ","172","Skin graft       ","""REVISION OF PEDICLE GRFT""","86.75"
"3125","8611 ","173","Ot Dx skin       ","""SKIN & SUBQ BIOPSY""","86.11"
"3126","8619 ","173","Ot Dx skin       ","""SKIN & SUBQ DX PROC NEC""","86.19"
"3127","850  ","174","nOR Rx skin      ","""MASTOTOMY""","85.0"
"3128","8551 ","174","nOR Rx skin      ","""UNIL BREAST INJEC-AUGMEN""","85.51"
"3129","8552 ","174","nOR Rx skin      ","""BIL BREAST INJEC-AUGMENT""","85.52"
"3130","8581 ","174","nOR Rx skin      ","""SUTURE BREAST LACERATION""","85.81"
"3131","8591 ","174","nOR Rx skin      ","""ASPIRATION OF BREAST""","85.91"
"3132","8592 ","174","nOR Rx skin      ","""BREAST INJECTION""","85.92"
"3133","8601 ","174","nOR Rx skin      ","""ASPIRATION SKIN & SUBQ""","86.01"
"3134","8602 ","174","nOR Rx skin      ","""SKIN DEFECT TATTOOING""","86.02"
"3135","8603 ","174","nOR Rx skin      ","""INCISION PILONIDAL SINUS""","86.03"
"3136","8605 ","174","nOR Rx skin      ","""SKIN INCIS & FB REMOVAL""","86.05"
"3137","8607 ","174","nOR Rx skin      ","""INSERT VASC ACCESS DEV (Begin 1990)""","86.07"
"3138","8609 ","174","nOR Rx skin      ","""SKIN & SUBQ INCISION NEC""","86.09"
"3139","8623 ","174","nOR Rx skin      ","""NAIL REMOVAL""","86.23"
"3140","8624 ","174","nOR Rx skin      ","""SKIN CHEMOSURGERY""","86.24"
"3141","8626 ","174","nOR Rx skin      ","""LIGATION DERMAL APPENDAG""","86.26"
"3142","8627 ","174","nOR Rx skin      ","""DEBRIDEMENT OF NAIL (Begin 1986)""","86.27"
"3143","8692 ","174","nOR Rx skin      ","""EPILATION OF SKIN""","86.92"
"3144","8699 ","174","nOR Rx skin      ","""SKIN & SUBQ OP NEC""","86.99"
"3145","8524 ","175","OR Rx skin       ","""EXC ECTOPIC BREAST TISSU""","85.24"
"3146","8525 ","175","OR Rx skin       ","""EXCISION OF NIPPLE""","85.25"
"3147","8531 ","175","OR Rx skin       ","""UNILAT REDUCT MAMMOPLAST""","85.31"
"3148","8532 ","175","OR Rx skin       ","""BILAT REDUCT MAMMOPLASTY""","85.32"
"3149","8533 ","175","OR Rx skin       ","""UNIL SUBQ MAMMECT-IMPLNT""","85.33"
"3150","8534 ","175","OR Rx skin       ","""UNILAT SUBQ MAMMECT NEC""","85.34"
"3151","8535 ","175","OR Rx skin       ","""BIL SUBQ MAMMECT-IMPLANT""","85.35"
"3152","8536 ","175","OR Rx skin       ","""BILAT SUBQ MAMMECTOM NEC""","85.36"
"3153","8550 ","175","OR Rx skin       ","""AUGMENT MAMMOPLASTY NOS""","85.50"
"3154","8553 ","175","OR Rx skin       ","""UNILAT BREAST IMPLANT""","85.53"
"3155","8554 ","175","OR Rx skin       ","""BILATERAL BREAST IMPLANT""","85.54"
"3156","8555 ","175","OR Rx skin       ","""Fat graft to breast (Begin 2010)""","85.55"
"3157","856  ","175","OR Rx skin       ","""MASTOPEXY""","85.6"
"3158","857  ","175","OR Rx skin       ","""TOTAL BREAST RECONSTRUCT (End 2008)""","85.7"
"3159","8570 ","175","OR Rx skin       ","""TOTL RECONSTC BREAST NOS (Begin 2008)""","85.70"
"3160","8571 ","175","OR Rx skin       ","""LATISS DORSI MYOCUT FLAP (Begin 2008)""","85.71"
"3161","8572 ","175","OR Rx skin       ","""TRAM FLAP""","85.72"
"3162","8573 ","175","OR Rx skin       ","""TRAM FLAP""","85.73"
"3163","8574 ","175","OR Rx skin       ","""DIEP FLAP""","85.74"
"3164","8575 ","175","OR Rx skin       ","""SIEA FLAP""","85.75"
"3165","8576 ","175","OR Rx skin       ","""GAP FLAP""","85.76"
"3166","8579 ","175","OR Rx skin       ","""TOTL RECONST BREAST NEC (Begin 2008)""","85.79"
"3167","8582 ","175","OR Rx skin       ","""BREAST SPLIT-THICK GRAFT""","85.82"
"3168","8583 ","175","OR Rx skin       ","""BREAST FULL-THICK GRAFT""","85.83"
"3169","8584 ","175","OR Rx skin       ","""BREAST PEDICLE GRAFT""","85.84"
"3170","8585 ","175","OR Rx skin       ","""BREAST MUSCLE FLAP GRAFT""","85.85"
"3171","8586 ","175","OR Rx skin       ","""TRANSPOSITION OF NIPPLE""","85.86"
"3172","8587 ","175","OR Rx skin       ","""NIPPLE REPAIR NEC""","85.87"
"3173","8589 ","175","OR Rx skin       ","""MAMMOPLASTY NEC""","85.89"
"3174","8593 ","175","OR Rx skin       ","""BREAST IMPLANT REVISION""","85.93"
"3175","8594 ","175","OR Rx skin       ","""BREAST IMPLANT REMOVAL""","85.94"
"3176","8595 ","175","OR Rx skin       ","""INS BRST TIS EXPAN (Begin 1987)""","85.95"
"3177","8596 ","175","OR Rx skin       ","""REM BRST TIS EXPAN (Begin 1987)""","85.96"
"3178","8599 ","175","OR Rx skin       ","""BREAST OPERATION NEC""","85.99"
"3179","8606 ","175","OR Rx skin       ","""INSERT INFUSION PUMP (Begin 1987)""","86.06"
"3180","8621 ","175","OR Rx skin       ","""EXCISION OF PILONID CYST""","86.21"
"3181","8625 ","175","OR Rx skin       ","""DERMABRASION""","86.25"
"3182","8681 ","175","OR Rx skin       ","""REPAIR FACIAL WEAKNESS""","86.81"
"3183","8682 ","175","OR Rx skin       ","""FACIAL RHYTIDECTOMY""","86.82"
"3184","8683 ","175","OR Rx skin       ","""SIZE REDUCT PLASTIC OP""","86.83"
"3185","8684 ","175","OR Rx skin       ","""RELAXATION OF SCAR""","86.84"
"3186","8685 ","175","OR Rx skin       ","""SYNDACTYLY CORRECTION""","86.85"
"3187","8686 ","175","OR Rx skin       ","""ONYCHOPLASTY""","86.86"
"3188","8687 ","175","OR Rx skin       ","""Fat grft skin/subq tiss (Begin 2010)""","86.87"
"3189","8689 ","175","OR Rx skin       ","""SKIN REPAIR & PLASTY NEC""","86.89"
"3190","8690 ","175","OR Rx skin       ","""Ext fat for grft/banking (Begin 2010)""","86.90"
"3191","8691 ","175","OR Rx skin       ","""SKIN EXCISION FOR GRAFT""","86.91"
"3192","8693 ","175","OR Rx skin       ","""INSERT TISSUE EXPANDER (Begin 1987)""","86.93"
"3193","335  ","176","Ot orgn tran     ","""LUNG TRANSPLANT (End 1995)""","33.5"
"3194","3350 ","176","Ot orgn tran     ","""LUNG TRANSPL NOS (Begin 1995)""","33.50"
"3195","3351 ","176","Ot orgn tran     ","""UNILAT LUNG TRANSPL (Begin 1995)""","33.51"
"3196","3352 ","176","Ot orgn tran     ","""BILAT LUNG TRANSPL (Begin 1995)""","33.52"
"3197","336  ","176","Ot orgn tran     ","""COMB HEART/LUNG TRANSPLA (Begin 1990)""","33.6"
"3198","375  ","176","Ot orgn tran     ","""HEART TRANSPLANTATION (End 2003)""","37.5"
"3199","3751 ","176","Ot orgn tran     ","""HEART TRANSPLANTATION (Begin 2003)""","37.51"
"3200","4194 ","176","Ot orgn tran     ","""SPLEEN TRANSPLANTATION""","41.94"
"3201","4697 ","176","Ot orgn tran     ","""TRANSPLANT OF INTESTINE (Begin 2000)""","46.97"
"3202","5051 ","176","Ot orgn tran     ","""AUXILIARY LIVER TRANSPL""","50.51"
"3203","5059 ","176","Ot orgn tran     ","""LIVER TRANSPLANT NEC""","50.59"
"3204","5280 ","176","Ot orgn tran     ","""PANCREAT TRANSPLANT NOS""","52.80"
"3205","5281 ","176","Ot orgn tran     ","""REIMPLANT PANCREATIC TIS""","52.81"
"3206","5282 ","176","Ot orgn tran     ","""PANCREATIC HOMOTRANSPLAN""","52.82"
"3207","5283 ","176","Ot orgn tran     ","""PANCREATIC HETEROTRANSPL""","52.83"
"3208","5284 ","176","Ot orgn tran     ","""AUTOTRANS ISLET CELLS (Begin 1996)""","52.84"
"3209","5285 ","176","Ot orgn tran     ","""ALLOTRANS ISLET CELLS (Begin 1996)""","52.85"
"3210","5286 ","176","Ot orgn tran     ","""TRANSPL ISLET CELLS NOS (Begin 1996)""","52.86"
"3211","8703 ","177","CT head          ","""C.A.T. SCAN OF HEAD""","87.03"
"3212","8741 ","178","CT chest         ","""C.A.T. SCAN OF THORAX""","87.41"
"3213","8801 ","179","CT abdomen       ","""C.A.T. SCAN OF ABDOMEN""","88.01"
"3214","0031 ","180","Ot CT scan       ","""CAS W CT/CTA (Begin 2004)""","00.31"
"3215","8771 ","180","Ot CT scan       ","""C.A.T. SCAN OF KIDNEY""","87.71"
"3216","8838 ","180","Ot CT scan       ","""OTHER C.A.T. SCAN""","88.38"
"3217","8721 ","181","Myelogram        ","""CONTRAST MYELOGRAM""","87.21"
"3218","8736 ","182","Mammography      ","""BREAST XEROGRAPHY""","87.36"
"3219","8737 ","182","Mammography      ","""MAMMOGRAPHY NEC""","87.37"
"3220","8744 ","183","Routine CXR      ","""ROUTINE CHEST X-RAY""","87.44"
"3221","8753 ","184","IntraOR chol     ","""INTRAOPER CHOLANGIOGRAM""","87.53"
"3222","8761 ","185","UGI x-ray        ","""BARIUM SWALLOW""","87.61"
"3223","8762 ","185","UGI x-ray        ","""UPPER GI SERIES""","87.62"
"3224","8764 ","186","LGI x-ray        ","""LOWER GI SERIES""","87.64"
"3225","8773 ","187","IVP              ","""INTRAVENOUS PYELOGRAM""","87.73"
"3226","8841 ","188","Cereb arter      ","""CONTR CEREBR ARTERIOGRAM""","88.41"
"3227","8842 ","189","Aortogram        ","""CONTRAST AORTOGRAM""","88.42"
"3228","8848 ","190","Leg arteriog     ","""CONTRAST ARTERIOGRAM-LEG""","88.48"
"3229","8840 ","191","Ot arterio       ","""CONTRAST ARTERIOGRAM NOS""","88.40"
"3230","8843 ","191","Ot arterio       ","""CONTR PULMON ARTERIOGRAM""","88.43"
"3231","8844 ","191","Ot arterio       ","""CONTR THOR ARTERIOGR NEC""","88.44"
"3232","8845 ","191","Ot arterio       ","""CONTRAST RENAL ARTERIOGR""","88.45"
"3233","8846 ","191","Ot arterio       ","""CONTRAST PLACENTOGRAM""","88.46"
"3234","8847 ","191","Ot arterio       ","""CONTR ABD ARTERIOGRM NEC""","88.47"
"3235","8849 ","191","Ot arterio       ","""CONTRAST ARTERIOGRAM NEC""","88.49"
"3236","8850 ","191","Ot arterio       ","""ANGIOCARDIOGRAPHY NOS""","88.50"
"3237","8851 ","191","Ot arterio       ","""VENA CAV ANGIOCARDIOGRAM""","88.51"
"3238","8858 ","191","Ot arterio       ","""NEGATVE-CONTR CARDIOGRAM""","88.58"
"3239","8860 ","191","Ot arterio       ","""CONTRAST PHLEBOGRAM NOS""","88.60"
"3240","8861 ","191","Ot arterio       ","""CONTR PHLEBOGRAM-HD/NECK""","88.61"
"3241","8862 ","191","Ot arterio       ","""CONTR PHLEBOGRAM-PULMON""","88.62"
"3242","8863 ","191","Ot arterio       ","""THORAC CONTR PHLEBOG NEC""","88.63"
"3243","8864 ","191","Ot arterio       ","""PORTAL CONTR PHLEBOGRAM""","88.64"
"3244","8865 ","191","Ot arterio       ","""ABD CONTR PHLEBOGRAM NEC""","88.65"
