
"Drug Catalog","Generic Drug Name",
"respiratory agents","brompheniramine/chlophedianol/PSE",
"respiratory agents","brompheniramine/chlorphenirami/methsco/PE/PSE",
"respiratory agents","brompheniramine-codeine",
"respiratory agents","brompheniramine/codeine/phenylephrine",
"respiratory agents","brompheniramine/codeine/phenylpropanolamine",
"respiratory agents","brompheniramine/codeine/pseudoephedrine",
"respiratory agents","brompheniramine/dextromethorphan/PPA",
"respiratory agents","brompheniramine/dextromethorphan/PSE",
"respiratory agents","brompheniramine/dextromethorph/phenylephrine",
"respiratory agents","brompheniramine/dihydrocodeine/phenylephrine",
"respiratory agents","brompheniramine/dihydrocodeine/PSE",
"respiratory agents","brompheniramine-diphenhydrAMINE",
"respiratory agents","brompheniramine/diphenhydrAMINE/phenylephrine",
"respiratory agents","brompheniramine/DM/guaiFENesin/phenylephrine",
"respiratory agents","brompheniramine/DM/guaiFENesin/PPA",
"respiratory agents","brompheniramine/DM/guaiFENesin/PSE",
"respiratory agents","brompheniramine/HYDROcodone/phenylephrine",
"respiratory agents","brompheniramine/HYDROcodone/pseudoephedrine",
"respiratory agents","brompheniramine-phenylephrine",
"respiratory agents","brompheniramine/phenylephrine/PPA",
"respiratory agents","brompheniramine-phenylpropanolamine",
"respiratory agents","brompheniramine-pseudoephedrine",
"respiratory agents","budesonide",
"respiratory agents","budesonide-formoterol",
"respiratory agents","caffeine/pheniramine/PE/Na citrate, salicylat",
"respiratory agents","calfactant",
"respiratory agents","caramiphen-phenylpropanolamine",
"respiratory agents","carbetapentane",
"respiratory agents","carbetapentane/carbinoxamine/phenylephrine",
"respiratory agents","carbetapentane-chlorpheniramine",
"respiratory agents","carbetapentane/chlorpheniramine/phenylephrine",
"respiratory agents","carbetapentane/CPM/ePHEDrine/phenylephrine",
"respiratory agents","carbetapentane/dexchlorpheniramine/PE",
"respiratory agents","carbetapentane-diphenhydrAMINE",
"respiratory agents","carbetapentane/diphenhydrAMINE/phenylephrine",
"respiratory agents","carbetapentane-guaiFENesin",
"respiratory agents","carbetapentane/guaiFENesin/phenylephrine",
"respiratory agents","carbetapentane/guaiFENesin/pseudoephedrine",
"respiratory agents","carbetapentane/PE/potassium guaiacolsulfonate",
"respiratory agents","carbetapentane/PE/PPA/K guaiacolsulfonate",
"respiratory agents","carbetapentane-phenylephrine",
"respiratory agents","carbetapentane/phenylephrine/pyrilamine",
"respiratory agents","carbetapentane-pseudoephedrine",
"respiratory agents","carbetapentane/pseudoephedrine/pyrilamine",
"respiratory agents","carbetapentane-pyrilamine",
"respiratory agents","carbinoxamine",
"respiratory agents","carbinoxamine/dextromethorphan/phenylephrine",
"respiratory agents","carbinoxamine/dextromethorphan/PSE",
"respiratory agents","carbinoxamine/HYDROcodone/phenylephrine",
"respiratory agents","carbinoxamine/HYDROcodone/pseudoephedrine",
"respiratory agents","carbinoxamine/methscopolamine/pseudoephedrine",
"respiratory agents","carbinoxamine-phenylephrine",
"respiratory agents","carbinoxamine-pseudoephedrine",
"respiratory agents","carbocysteine",
"respiratory agents","cetirizine",
"respiratory agents","cetirizine-pseudoephedrine",
"respiratory agents","chlophedianol-chlorcyclizine",
"respiratory agents","chlophedianol/chlorcyclizine/pseudoephedrine",
"respiratory agents","chlophedianol/chlorpheniramine/phenylephrine",
"respiratory agents","chlophedianol/dexbrompheniramine/PE",
"respiratory agents","chlophedianol/dexbrompheniramine/PSE",
"respiratory agents","chlophedianol/dexchlorpheniramine/PSE",
"respiratory agents","chlophedianol-guaiFENesin",
"respiratory agents","chlophedianol/guaiFENesin/phenylephrine",
"respiratory agents","chlophedianol/guaiFENesin/pseudoephedrine",
"respiratory agents","chlophedianol/phenylephrine/pyrilamine",
"respiratory agents","chlophedianol/phenylephrine/thonzylamine",
"respiratory agents","chlophedianol/phenylephrine/triprolidine",
"respiratory agents","chlophedianol-pseudoephedrine",
"respiratory agents","chlophedianol-pyrilamine",
"respiratory agents","chlophedianol-thonzylamine",
"respiratory agents","chlophedianol-triprolidine",
"respiratory agents","chlorcyclizine",
"respiratory agents","chlorcyclizine-codeine",
"respiratory agents","chlorcyclizine/codeine/phenylephrine",
"respiratory agents","chlorcyclizine/codeine/pseudoephedrine",
"respiratory agents","chlorcyclizine-phenylephrine",
"respiratory agents","chlorcyclizine-pseudoephedrine",
"respiratory agents","chlorpheniramine",
"respiratory agents","chlorpheniramine-codeine",
"respiratory agents","chlorpheniramine/codeine/PE/K iodide",
"respiratory agents","chlorpheniramine/codeine/phenylephrine",
"respiratory agents","chlorpheniramine/codeine/phenylephrine/PPA",
"respiratory agents","chlorpheniramine/codeine/pseudoephedrine",
"respiratory agents","chlorpheniramine-dextromethorphan",
"respiratory agents","chlorpheniramine/dextromethorphan/PPA",
"respiratory agents","chlorpheniramine/dextromethorphan/PSE",
"respiratory agents","chlorpheniramine/dextromethorp/phenylephrine",
"respiratory agents","chlorpheniramine/dihydrocodeine/PE/PPA",
"respiratory agents","chlorpheniramine/dihydrocodeine/phenylephrine",
"respiratory agents","chlorpheniramine/dihydrocodeine/PSE",
"respiratory agents","chlorpheniramine/DM/guaiFENesin/methscopol/PE",
"respiratory agents","chlorpheniramine/DM/guaiFENesin/phenylephrine",
"respiratory agents","chlorpheniramine/DM/methscopolamine",
"respiratory agents","chlorpheniramine/ePHEDrine/guaiFENesin",
"respiratory agents","chlorpheniramine/guaiFENesin/HYDROcodone/PSE",
"respiratory agents","chlorpheniramine/guaiFENesin/methscopolami/PE",
"respiratory agents","chlorpheniramine/guaiFENesin/phenylephrine",
"respiratory agents","chlorpheniramine/guaiFENesin/pseudoephedrine",
"respiratory agents","chlorpheniramine-HYDROcodone",
"respiratory agents","chlorpheniramine/HYDROcodone/phenylephrine",
"respiratory agents","chlorpheniramine/HYDROcodone/PSE",
"respiratory agents","chlorpheniramine/ibuprofen/pseudoephedrine",
"respiratory agents","chlorpheniramine-methscopolamine",
"respiratory agents","chlorpheniramine/methscopolamine/PE",
"respiratory agents","chlorpheniramine/methscopolamine/PE/PSE",
"respiratory agents","chlorpheniramine/methscopolamine/PPA",
"respiratory agents","chlorpheniramine/methscopolamine/PSE",
"respiratory agents","chlorpheniramine/PE/phenyltoloxamine",
"respiratory agents","chlorpheniramine/PE/PPA/phenyltoloxamine",
"respiratory agents","chlorpheniramine/phenindamine/PPA",
"respiratory agents","chlorpheniramine-phenylephrine",
"respiratory agents","chlorpheniramine/phenylephrine/PPA",
"respiratory agents","chlorpheniramine/phenylephrine/PPA/pyrilamine",
"respiratory agents","chlorpheniramine/phenylephrine/pyrilamine",
"respiratory agents","chlorpheniramine-phenylpropanolamine",
"respiratory agents","chlorpheniramine-pseudoephedrine",
"respiratory agents","ciclesonide",
"respiratory agents","clemastine",
"respiratory agents","clemastine-phenylpropanolamine",
"respiratory agents","codeine",
"respiratory agents","codeine/dexbrompheniramine/pseudoephedrine",
"respiratory agents","codeine/dexchlorpheniramine/phenylephrine",
"respiratory agents","codeine/diphenhydrAMINE/phenylephrine",
"respiratory agents","codeine-guaiFENesin",
"respiratory agents","codeine/guaiFENesin/phenylephrine",
"respiratory agents","codeine/guaiFENesin/phenylpropanolamine",
"respiratory agents","codeine/guaiFENesin/pseudoephedrine",
"respiratory agents","codeine/pheniramine/phenylephrine/Na citrate",
"respiratory agents","codeine-phenylephrine",
"respiratory agents","codeine/phenylephrine/promethazine",
"respiratory agents","codeine/phenylephrine/pyrilamine",
"respiratory agents","codeine-promethazine",
"respiratory agents","codeine-pseudoephedrine",
"respiratory agents","codeine/pseudoephedrine/pyrilamine",
"respiratory agents","codeine/pseudoephedrine/triprolidine",
"respiratory agents","codeine-pyrilamine",
"respiratory agents","colfosceril",
"respiratory agents","cromolyn",
"respiratory agents","cyproheptadine",
"respiratory agents","desloratadine",
"respiratory agents","desloratadine-pseudoephedrine",
"respiratory agents","dexbrompheniramine",
"respiratory agents","dexbrompheniramine/dextromethor/PE/pyrilamine",
"respiratory agents","dexbrompheniramine/dextromethorphan/PE",
"respiratory agents","dexbrompheniramine/dextromethorphan/PSE",
"respiratory agents","dexbrompheniramine/HYDROcodone/phenylephrine",
"respiratory agents","dexbrompheniramine-phenylephrine",
"respiratory agents","dexbrompheniramine/phenylephrine/pyrilamine",
"respiratory agents","dexbrompheniramine-pseudoephedrine",
"respiratory agents","dexbrompheniramine-pyrilamine",
"respiratory agents","dexchlorpheniramine",
"respiratory agents","dexchlorpheniramine/dextrometho/PE/pyrilamine",
"respiratory agents","dexchlorpheniramine/dextromethorphan/PE",
"respiratory agents","dexchlorpheniramine/dextromethorphan/PSE",
"respiratory agents","dexchlorpheniramine/guaiFENesin/PSE",
"respiratory agents","dexchlorpheniramine/HYDROcodone/phenylephrine",
"respiratory agents","dexchlorpheniramine/methscopolamine/PE",
"respiratory agents","dexchlorpheniramine/methscopolamine/PSE",
"respiratory agents","dexchlorpheniramine-phenylephrine",
"respiratory agents","dexchlorpheniramine-pseudoephedrine",
"respiratory agents","dextromethorphan",
"respiratory agents","dextromethorphan/diphenhydrAMINE/PE",
"respiratory agents","dextromethorphan-doxylamine",
"respiratory agents","dextromethorphan/doxylamine/pseudoephedrine",
"respiratory agents","dextromethorphan/GG/K guaiacolsulfonate",
"respiratory agents","dextromethorphan-guaiFENesin",
"respiratory agents","dextromethorphan/guaiFENesin/phenylephrine",
"respiratory agents","dextromethorphan/guaiFENesin/PPA",
"respiratory agents","dextromethorphan/guaiFENesin/pseudoephedrine",
"respiratory agents","dextromethorphan-menthol",
"respiratory agents","dextromethorphan/pheniramine/phenylephrine",
"respiratory agents","dextromethorphan-phenylephrine",
"respiratory agents","dextromethorphan/phenylephrine/pyrilamine",
"respiratory agents","dextromethorphan/phenylephrine/thonzylamine",
"respiratory agents","dextromethorphan-phenylpropanolamine",
"respiratory agents","dextromethorphan-potassium guaiacolsulfonate",
"respiratory agents","dextromethorphan-promethazine",
"respiratory agents","dextromethorphan-pseudoephedrine",
"respiratory agents","dextromethorphan/pseudoephedrine/pyrilamine",
"respiratory agents","dextromethorphan-pyrilamine",
"respiratory agents","dihydrocodeine-guaiFENesin",
"respiratory agents","dihydrocodeine/guaiFENesin/phenylephrine",
"respiratory agents","dihydrocodeine/guaiFENesin/pseudoephedrine",
"respiratory agents","dihydrocodeine-phenylephrine",
"respiratory agents","dihydrocodeine/phenylephrine/pyrilamine",
"respiratory agents","diphenhydrAMINE",
"respiratory agents","diphenhydrAMINE-guaiFENesin",
"respiratory agents","diphenhydrAMINE/HYDROcodone/phenylephrine",
"respiratory agents","diphenhydrAMINE-phenylephrine",
"respiratory agents","diphenhydrAMINE-pseudoephedrine",
"respiratory agents","dornase alfa",
"respiratory agents","doxylamine-phenylephrine",
"respiratory agents","doxylamine-pseudoephedrine",
"respiratory agents","dyphylline",
"respiratory agents","dyphylline/ePHEDrine/guaiFENesin/PB",
"respiratory agents","dyphylline-guaiFENesin",
"respiratory agents","ePHEDrine",
"respiratory agents","ePHEDrine-guaiFENesin",
"respiratory agents","ePHEDrine/guaiFENesin/theophylline",
"respiratory agents","ePHEDrine/hydrOXYzine/theophylline",
"respiratory agents","ePHEDrine/PB/K iodide/theophylline",
"respiratory agents","ePHEDrine/PHENobarbital/theophylline",
"respiratory agents","ePHEDrine-potassium iodide",
"respiratory agents","EPINEPHrine",
"respiratory agents","fexofenadine",
"respiratory agents","fexofenadine-pseudoephedrine",
"respiratory agents","flunisolide",
"respiratory agents","fluticasone",
"respiratory agents","fluticasone-salmeterol",
"respiratory agents","fluticasone-vilanterol",
"respiratory agents","formoterol",
"respiratory agents","formoterol-mometasone",
"respiratory agents","glycopyrrolate-indacaterol",
"respiratory agents","guaiFENesin",
"respiratory agents","guaiFENesin-HYDROcodone",
"respiratory agents","guaiFENesin/HYDROcodone/pheniramine/PE/PPA",
"respiratory agents","guaiFENesin/HYDROcodone/phenylephrine",
"respiratory agents","guaiFENesin/HYDROcodone/pseudoephedrine",
"respiratory agents","guaiFENesin/HYDROcodon/pheniram/PPA/pyrilamin",
"respiratory agents","guaiFENesin-HYDROmorphone",
"respiratory agents","guaiFENesin-oxtriphylline",
"respiratory agents","guaiFENesin-phenylephrine",
"respiratory agents","guaiFENesin/phenylephrine/PPA",
"respiratory agents","guaiFENesin/phenylephrine/pyrilamine",
"respiratory agents","guaiFENesin-phenylpropanolamine",
"respiratory agents","guaiFENesin-potassium guaiacolsulfonate",
"respiratory agents","guaiFENesin-pseudoephedrine",
"respiratory agents","guaiFENesin-theophylline",
"respiratory agents","homatropine-HYDROcodone",
"respiratory agents","HYDROcodone",
"respiratory agents","HYDROcodone/pheniramine/PE/PPA/pyrilamine",
"respiratory agents","HYDROcodone-phenylephrine",
"respiratory agents","HYDROcodone/phenylephrine/pyrilamine",
"respiratory agents","HYDROcodone-phenylpropanolamine",
"respiratory agents","HYDROcodone-potassium guaiacolsulfonate",
"respiratory agents","HYDROcodone/potassium guaiacolsulfonate/PSE",
"respiratory agents","HYDROcodone-pseudoephedrine",
"respiratory agents","HYDROcodone/pseudoephedrine/triprolidine",
"respiratory agents","hydrOXYzine",
"respiratory agents","ibuprofen-phenylephrine",
"respiratory agents","ibuprofen-pseudoephedrine",
"respiratory agents","indacaterol",
"respiratory agents","ipratropium",
"respiratory agents","isoetharine",
"respiratory agents","isoproterenol",
"respiratory agents","isoproterenol-phenylephrine",
"respiratory agents","levalbuterol",
"respiratory agents","levocetirizine",
"respiratory agents","loratadine",
"respiratory agents","loratadine-pseudoephedrine",
"respiratory agents","lucinactant",
"respiratory agents","metaproterenol",
"respiratory agents","methdilazine",
"respiratory agents","methscopolamine-phenylephrine",
"respiratory agents","methscopolamine-pseudoephedrine",
"respiratory agents","mometasone",
"respiratory agents","montelukast",
"respiratory agents","naproxen-pseudoephedrine",
"respiratory agents","nedocromil",
"respiratory agents","nitric oxide",
"respiratory agents","olodaterol",
"respiratory agents","olodaterol-tiotropium",
"respiratory agents","oxtriphylline",
"respiratory agents","pentamidine",
"respiratory agents","phenindamine",
"respiratory agents","pheniramine",
"respiratory agents","pheniramine/phenyltoloxamine/PSE/pyrilamine",
"respiratory agents","pheniramine/phenyltoloxamine/pyrilamine",
"respiratory agents","pheniramine/PPA/phenyltoloxamine/pyrilamine",
"respiratory agents","pheniramine/PPA/pyrilamine",
"respiratory agents","phenylephrine",
"respiratory agents","phenylephrine-potassium guaiacolsulfonate",
"respiratory agents","phenylephrine-promethazine",
"respiratory agents","phenylephrine-pyrilamine",
"respiratory agents","phenylephrine-thonzylamine",
"respiratory agents","phenylephrine-triprolidine",
"respiratory agents","phenylpropanolamine",
"respiratory agents","phenyltoloxamine",
"respiratory agents","pirbuterol",
"respiratory agents","poractant",
"respiratory agents","potassium guaiacolsulfonate",
"respiratory agents","potassium iodide",
"respiratory agents","potassium iodide-theophylline",
"respiratory agents","promethazine",
"respiratory agents","pseudoephedrine",
"respiratory agents","pseudoephedrine-pyrilamine",
"respiratory agents","pseudoephedrine-terfenadine",
"respiratory agents","pseudoephedrine-triprolidine",
"respiratory agents","pyrilamine",
"respiratory agents","racepinephrine",
"respiratory agents","ribavirin",
"respiratory agents","roflumilast",
"respiratory agents","salmeterol",
"respiratory agents","sodium chloride",
"respiratory agents","terbutaline",
"respiratory agents","terfenadine",
"respiratory agents","theophylline",
"respiratory agents","tiotropium",
"respiratory agents","tobramycin",
"respiratory agents","trimeprazine",
"respiratory agents","tripelennamine",
"respiratory agents","triprolidine",
"respiratory agents","umeclidinium",
"respiratory agents","umeclidinium-vilanterol",
"respiratory agents","zafirlukast",
"respiratory agents","zanamivir",
"respiratory agents","zileuton",
"respiratory inhalant products","acetylcysteine",
"respiratory inhalant products","beclomethasone",
"respiratory inhalant products","budesonide",
"respiratory inhalant products","ciclesonide",
"respiratory inhalant products","cromolyn",
"respiratory inhalant products","flunisolide",
"respiratory inhalant products","fluticasone",
"respiratory inhalant products","mometasone",
"respiratory inhalant products","nedocromil",
"respiratory inhalant products","pentamidine",
"respiratory inhalant products","ribavirin",
"respiratory inhalant products","tobramycin",
"respiratory inhalant products","zanamivir",
"rifamycin derivatives","rifabutin",
"rifamycin derivatives","rifampin",
"rifamycin derivatives","rifapentine",
"salicylates","Al hydroxide/ASA/Ca carbonate/Mg hydroxide",
"salicylates","aspirin",
"salicylates","aspirin/citric acid/sodium bicarbonate",
"salicylates","choline salicylate",
"salicylates","choline salicylate-magnesium salicylate",
"salicylates","diflunisal",
"salicylates","magnesium salicylate",
"salicylates","salsalate",
"salicylates","sodium salicylate",
"salicylates","sodium thiosalicylate",
"sclerosing agents","ethanolamine oleate",
"sclerosing agents","laureth-9",
"sclerosing agents","morrhuate sodium",
"sclerosing agents","polidocanol",
"sclerosing agents","sodium tetradecyl sulfate",
"second generation cephalosporins","cefaclor",
"second generation cephalosporins","cefamandole",
"second generation cephalosporins","cefmetazole",
"second generation cephalosporins","cefonicid",
"second generation cephalosporins","cefoTEtan",
"second generation cephalosporins","cefOXitin",
"second generation cephalosporins","cefprozil",
"second generation cephalosporins","cefuroxime",
"second generation cephalosporins","loracarbef",
"selective estrogen receptor modulators","ospemifene",
"selective estrogen receptor modulators","raloxifene",
"selective estrogen receptor modulators","tamoxifen",
"selective estrogen receptor modulators","toremifene",
"selective immunosuppressants","abatacept",
"selective immunosuppressants","alefacept",
"selective immunosuppressants","anti-thymocyte globulin (rabbit)",
"selective immunosuppressants","belatacept",
"selective immunosuppressants","belimumab",
"selective immunosuppressants","dimethyl fumarate",
"selective immunosuppressants","eculizumab",
"selective immunosuppressants","efalizumab",
"selective immunosuppressants","everolimus",
"selective immunosuppressants","fingolimod",
"selective immunosuppressants","leflunomide",
"selective immunosuppressants","lymphocyte immune globulin, anti-thy (equine)",
"selective immunosuppressants","muromonab-CD3",
"selective immunosuppressants","mycophenolate mofetil",
"selective immunosuppressants","mycophenolic acid",
"selective immunosuppressants","natalizumab",
"selective immunosuppressants","sirolimus",
"selective immunosuppressants","teriflunomide",
"selective immunosuppressants","vedolizumab",
"selective phosphodiesterase-4 inhibitors","roflumilast",
"serotoninergic neuroenteric modulators","alosetron",
"serotoninergic neuroenteric modulators","tegaserod",
"sex hormone combinations","bazedoxifene-conjugated estrogens",
"sex hormone combinations","conjugated estrogens-medroxyPROGESTERone",
"sex hormone combinations","conjugated estrogens-meprobamate",
"sex hormone combinations","conjugated estrogens-methylTESTOSTERone",
"sex hormone combinations","drospirenone-estradiol",
"sex hormone combinations","esterified estrogens-methylTESTOSTERone",
"sex hormone combinations","estradiol-levonorgestrel",
"sex hormone combinations","estradiol-medroxyPROGESTERone",
"sex hormone combinations","estradiol-norethindrone",
"sex hormone combinations","estradiol-norgestimate",
"sex hormone combinations","estradiol-testosterone",
"sex hormone combinations","ethinyl estradiol-norethindrone",
"sex hormone combinations","leuprolide-norethindrone",
"sex hormones","bazedoxifene-conjugated estrogens",
"sex hormones","chlorotrianisene",
"sex hormones","chorionic gonadotropin (HCG)",
"sex hormones","conjugated estrogens",
"sex hormones","conjugated estrogens-medroxyPROGESTERone",
"sex hormones","conjugated estrogens-meprobamate",
"sex hormones","conjugated estrogens-methylTESTOSTERone",
"sex hormones","conjugated estrogens topical",
"sex hormones","desogestrel-ethinyl estradiol",
"sex hormones","dienestrol topical",
"sex hormones","dienogest-estradiol",
"sex hormones","diethylstilbestrol",
"sex hormones","drospirenone-estradiol",
"sex hormones","drospirenone-ethinyl estradiol",
"sex hormones","drospirenone/ethinyl estradiol/levomefolate",
"sex hormones","esterified estrogens",
"sex hormones","esterified estrogens-methylTESTOSTERone",
"sex hormones","estradiol",
"sex hormones","estradiol-levonorgestrel",
"sex hormones","estradiol-medroxyPROGESTERone",
"sex hormones","estradiol-norethindrone",
"sex hormones","estradiol-norgestimate",
"sex hormones","estradiol-testosterone",
"sex hormones","estradiol topical",
"sex hormones","estriol",
"sex hormones","estrone",
"sex hormones","estropipate",
"sex hormones","estropipate topical",
"sex hormones","ethinyl estradiol",
"sex hormones","ethinyl estradiol-ethynodiol",
"sex hormones","ethinyl estradiol-etonogestrel",
"sex hormones","ethinyl estradiol/folic acid/levonorgestrel",
"sex hormones","ethinyl estradiol-levonorgestrel",
"sex hormones","ethinyl estradiol-norelgestromin",
"sex hormones","ethinyl estradiol-norethindrone",
"sex hormones","ethinyl estradiol-norgestimate",
"sex hormones","ethinyl estradiol-norgestrel",
"sex hormones","etonogestrel",
"sex hormones","fluoxymesterone",
"sex hormones","follicle stimulating hormone",
"sex hormones","follicle stimulating hormone-ganirilex",
"sex hormones","gonadorelin",
"sex hormones","goserelin",
"sex hormones","histrelin",
"sex hormones","hydroxyprogesterone",
"sex hormones","leuprolide",
"sex hormones","leuprolide-norethindrone",
"sex hormones","levonorgestrel",
"sex hormones","lutropin alfa",
"sex hormones","medroxyPROGESTERone",
"sex hormones","megestrol",
"sex hormones","menotropins",
"sex hormones","mestranol-norethindrone",
"sex hormones","methylTESTOSTERone",
"sex hormones","nafarelin",
"sex hormones","nandrolone",
"sex hormones","norethindrone",
"sex hormones","norgestrel",
"sex hormones","oxandrolone",
"sex hormones","oxymetholone",
"sex hormones","progesterone",
"sex hormones","progesterone topical",
"sex hormones","stanozolol",
"sex hormones","testosterone",
"sex hormones","triptorelin",
"sex hormones","urofollitropin",
"SGLT-2 inhibitors","canagliflozin",
"SGLT-2 inhibitors","dapagliflozin",
"SGLT-2 inhibitors","empagliflozin",
"skeletal muscle relaxant combinations","aspirin/caffeine/orphenadrine",
"skeletal muscle relaxant combinations","aspirin-carisoprodol",
"skeletal muscle relaxant combinations","aspirin/carisoprodol/codeine",
"skeletal muscle relaxant combinations","aspirin-meprobamate",
"skeletal muscle relaxant combinations","aspirin-methocarbamol",
"skeletal muscle relaxants","abobotulinumtoxinA",
"skeletal muscle relaxants","baclofen",
"skeletal muscle relaxants","carisoprodol",
"skeletal muscle relaxants","chlorphenesin",
"skeletal muscle relaxants","chlorzoxazone",
"skeletal muscle relaxants","cyclobenzaprine",
"skeletal muscle relaxants","dantrolene",
"skeletal muscle relaxants","incobotulinumtoxinA",
"skeletal muscle relaxants","metaxalone",
"skeletal muscle relaxants","methocarbamol",
"skeletal muscle relaxants","onabotulinumtoxinA",
"skeletal muscle relaxants","orphenadrine",
"skeletal muscle relaxants","rimabotulinumtoxinB",
"skeletal muscle relaxants","tiZANidine",
"smoking cessation agents","buPROPion",
"smoking cessation agents","nicotine",
"smoking cessation agents","varenicline",
"somatostatin and somatostatin analogs","lanreotide",
"somatostatin and somatostatin analogs","octreotide",
"somatostatin and somatostatin analogs","pasireotide",
"spermicides","nonoxynol 9 topical",
"spermicides","octoxynol topical",
"SSNRI antidepressants","desvenlafaxine",
"SSNRI antidepressants","DULoxetine",
"SSNRI antidepressants","levomilnacipran",
"SSNRI antidepressants","milnacipran",
"SSNRI antidepressants","venlafaxine",
"SSRI antidepressants","citalopram",
"SSRI antidepressants","escitalopram",
"SSRI antidepressants","FLUoxetine",
"SSRI antidepressants","fluvoxaMINE",
"SSRI antidepressants","PARoxetine",
"SSRI antidepressants","sertraline",
"sterile irrigating solutions","citric acid/gluconodelta-lactone/Mg carbonate",
"sterile irrigating solutions","glycine irrigation",
"sterile irrigating solutions","mannitol-sorbitol",
"sterile irrigating solutions","physiological irrigating solution",
"sterile irrigating solutions","sterile water",
"streptomyces derivatives","capreomycin",
"streptomyces derivatives","cycloSERINE",
"streptomyces derivatives","streptomycin",
"succinimide anticonvulsants","ethosuximide",
"succinimide anticonvulsants","methsuximide",
"succinimide anticonvulsants","phensuximide",
"sulfonamides","phenazopyridine-sulfamethoxazole",
"sulfonamides","phenazopyridine-sulfiSOXAZOLE",
"sulfonamides","sulfADIAZINE",
"sulfonamides","sulfamethizole",
"sulfonamides","sulfamethoxazole",
"sulfonamides","sulfamethoxazole-trimethoprim",
"sulfonamides","sulfaSALAzine",
"sulfonamides","sulfiSOXAZOLE",
"sulfonylureas","acetoHEXAMIDE",
"sulfonylureas","chlorproPAMIDE",
"sulfonylureas","glimepiride",
"sulfonylureas","glipiZIDE",
"sulfonylureas","glyBURIDE",
"sulfonylureas","TOLAZamide",
"sulfonylureas","TOLBUTamide",
"synthetic ovulation stimulants","clomiPHENE",
"tetracyclic antidepressants","maprotiline",
"tetracyclic antidepressants","mirtazapine",
"tetracyclines","demeclocycline",
"tetracyclines","doxycycline",
"tetracyclines","doxycycline-omega 3 fatty acids",
"tetracyclines","doxycycline-salicylic acid topical",
"tetracyclines","lidocaine-oxytetracycline",
"tetracyclines","minocycline",
"tetracyclines","oxytetracycline",
"tetracyclines","tetracycline",
"therapeutic radiopharmaceuticals","iodine I 131 tositumomab",
"therapeutic radiopharmaceuticals","samarium sm 153 lexidronam",
"therapeutic radiopharmaceuticals","sodium iodide I-131",
"therapeutic radiopharmaceuticals","sodium iodide-I-131",
"therapeutic radiopharmaceuticals","strontium-89 chloride",
"therapeutic vaccines","BCG",
"therapeutic vaccines","sipuleucel-T",
"thiazide and thiazide-like diuretics","bendroflumethiazide",
"thiazide and thiazide-like diuretics","benzthiazide",
"thiazide and thiazide-like diuretics","chlorothiazide",
"thiazide and thiazide-like diuretics","chlorthalidone",
"thiazide and thiazide-like diuretics","hydrochlorothiazide",
"thiazide and thiazide-like diuretics","hydroflumethiazide",
"thiazide and thiazide-like diuretics","indapamide",
"thiazide and thiazide-like diuretics","methyclothiazide",
"thiazide and thiazide-like diuretics","metolazone",
"thiazide and thiazide-like diuretics","polythiazide",
"thiazide and thiazide-like diuretics","trichlormethiazide",
"thiazolidinediones","pioglitazone",
"thiazolidinediones","rosiglitazone",
"thiazolidinediones","troglitazone",
"thiocarbamide derivatives","ethionamide",
"thioxanthenes","thiothixene",
"third generation cephalosporins","cefdinir",
"third generation cephalosporins","cefditoren",
"third generation cephalosporins","cefixime",
"third generation cephalosporins","cefoperazone",
"third generation cephalosporins","cefotaxime",
"third generation cephalosporins","cefpodoxime",
"third generation cephalosporins","cefTAZidime",
"third generation cephalosporins","ceftibuten",
"third generation cephalosporins","ceftizoxime",
"third generation cephalosporins","cefTRIAXone",
"third generation cephalosporins","cefTRIAXone-lidocaine",
"thrombin inhibitors","argatroban",
"thrombin inhibitors","bivalirudin",
"thrombin inhibitors","dabigatran",
"thrombin inhibitors","desirudin",
"thrombin inhibitors","lepirudin",
"thrombolytics","alteplase",
"thrombolytics","anistreplase",
"thrombolytics","reteplase",
"thrombolytics","streptokinase",
"thrombolytics","tenecteplase",
"thrombolytics","urokinase",
"thyroid hormones","levothyroxine",
"thyroid hormones","liothyronine",
"thyroid hormones","liotrix",
"thyroid hormones","thyroid desiccated",
"thyroid hormones","thyrotropin alfa",
"thyroid hormones","thyrotropin alpha",
"TNF alfa inhibitors","adalimumab",
"TNF alfa inhibitors","certolizumab",
"TNF alfa inhibitors","etanercept",
"TNF alfa inhibitors","golimumab",
"TNF alfa inhibitors","inFLIXimab",
"tocolytic agents","ritodrine",
"tocolytic agents","terbutaline",
"topical acne agents","adapalene-benzoyl peroxide topical",
"topical acne agents","adapalene topical",
"topical acne agents","azelaic acid topical",
"topical acne agents","benzoyl peroxide/clindamycin/hyaluron topical",
"topical acne agents","benzoyl peroxide-clindamycin topical",
"topical acne agents","benzoyl peroxide-erythromycin topical",
"topical acne agents","benzoyl peroxide-hydrocortisone topical",
"topical acne agents","benzoyl peroxide-salicylic acid topical",
"topical acne agents","benzoyl peroxide-sodium hyaluronate topical",
"topical acne agents","benzoyl peroxide-sulfur topical",
"topical acne agents","benzoyl peroxide topical",
"topical acne agents","benzoyl peroxide-urea topical",
"topical acne agents","clindamycin topical",
"topical acne agents","clindamycin-tretinoin topical",
"topical acne agents","dapsone topical",
"topical acne agents","erythromycin topical",
"topical acne agents","meclocycline sulfosalicylate topical",
"topical acne agents","nicotinamide topical",
